item,item_name,existing_avg,existing_min,cc_avg,cc_min,avg_ratio,min_ratio,cc_item_count,cc_last_seen
41481,Perfect Vivid Dark Jade,66576,39946,80000,80000,1.2,2.0,1,2026-06-21 02:25:23
42403,Glyph of Lightwell,124833,64573,62498,62498,2.0,1.03,13,2026-07-01 15:25:22
3279,Battle Chain Boots,1589,953,800,800,1.99,1.19,1,2026-07-01 12:45:09
3485,Green Iron Gauntlets,10054,6032,12000,12000,1.19,1.99,1,2026-07-01 14:05:16
4456,Raptor Hide Belt,19917,19625,10000,10000,1.99,1.96,7,2026-07-01 14:05:16
4697,Burnished Girdle,17306,10384,8699,7999,1.99,1.3,2,2026-07-01 14:05:16
6433,Imperial Leather Helm,33305,19983,39800,39800,1.2,1.99,2,2026-07-01 14:25:16
9060,Inlaid Mithril Cylinder,33565,20139,40000,40000,1.19,1.99,24,2026-07-01 14:25:16
12989,Gargoyle's Bite,58769,35261,70000,70000,1.19,1.99,1,2026-07-01 05:44:59
13011,Silver-lined Belt,39710,23826,20000,20000,1.99,1.19,1,2026-06-29 02:25:43
14500,Pattern: Wizardweave Robe,62189,50247,99999,99999,1.61,1.99,1,2026-06-30 01:05:32
14765,Enduring Circlet,39731,23839,20000,20000,1.99,1.19,1,2026-06-27 12:45:03
14865,Warleader's Greaves,99417,59650,50000,50000,1.99,1.19,1,2026-07-01 14:25:16
15990,Enduring Shield,39787,24972,20000,20000,1.99,1.25,1,2026-07-01 03:45:06
17200,Recipe: Gingerbread Cookie,174673,104804,208819,208500,1.2,1.99,2,2026-07-01 14:45:20
20725,Nexus Crystal,44902,20873,41499,41499,1.08,1.99,27,2026-07-01 14:45:20
21855,Netherweave Tunic,125347,75208,149499,149499,1.19,1.99,3,2026-07-01 14:45:20
22445,Arcane Dust,32752,18253,37335,36400,1.14,1.99,552,2026-07-01 14:45:20
27736,Master Cookbook,185597,145818,289999,289999,1.56,1.99,6,2026-07-01 15:05:19
34721,Frostweave Bandage,3959,3485,1990,1990,1.99,1.75,242,2026-07-01 15:05:19
38399,Trapper's Traveling Pack,1589073,1281929,799500,799000,1.99,1.6,4,2026-07-01 15:05:19
38879,Scroll of Enchant Weapon - Strength,2466163,2006225,4000000,4000000,1.62,1.99,1,2026-06-29 13:45:17
39690,Volatile Blasting Trigger,81502,52030,41023,39800,1.99,1.31,42,2026-07-01 15:25:22
39936,Glowing Shadow Crystal,39174,23504,19700,19600,1.99,1.2,4,2026-07-01 15:25:22
40009,Sparkling Sky Sapphire,90417,54250,45513,45200,1.99,1.2,46,2026-07-01 15:25:22
41266,Skyflare Diamond,773048,534757,388428,388000,1.99,1.38,48,2026-07-01 15:25:22
44158,Demons Deck,890992,557929,446969,446969,1.99,1.25,1,2026-07-01 13:05:13
3053,Humbert's Chestpiece,19838,11879,9999,9999,1.98,1.19,6,2026-07-01 14:05:16
7965,Solid Weightstone,4949,3997,2500,2500,1.98,1.6,1,2026-05-02 18:24:25
9144,Wildvine Potion,19582,10675,9900,9900,1.98,1.08,1,2026-07-01 14:25:16
13478,Recipe: Elixir of Superior Defense,143411,89491,72250,72000,1.98,1.24,3,2026-07-01 14:25:16
14116,Aboriginal Cape,1871,1100,946,946,1.98,1.16,1,2026-07-01 11:05:12
14817,Warstrike Shoulder Pads,99120,59472,50000,50000,1.98,1.19,1,2026-06-20 18:45:17
29901,Blue Moth Egg,58863,35318,70000,70000,1.19,1.98,1,2026-07-01 15:05:19
29904,White Moth Egg,59029,35417,70000,70000,1.19,1.98,1,2026-07-01 15:05:19
34537,Bloodberry Elixir,160543,100738,199500,199500,1.24,1.98,1,2026-07-01 15:05:19
38872,Scroll of Enchant Weapon - Unholy Weapon,833948,500369,990000,990000,1.19,1.98,1,2026-06-12 19:04:57
38905,Scroll of Enchant Shield - Intellect,1554370,1261220,2500000,2500000,1.61,1.98,1,2026-06-21 19:05:21
39691,Succulent Orca Stew,8921,6232,4496,4496,1.98,1.39,50,2026-07-01 15:25:22
42942,Baked Manta Ray,9431,5659,4767,4697,1.98,1.2,225,2026-07-01 15:25:22
44703,Dark Herring,296098,277718,149749,149500,1.98,1.86,3,2026-07-01 15:25:22
45736,Glyph of Deep Freeze,136727,74931,69000,69000,1.98,1.09,11,2026-07-01 15:25:22
45803,Glyph of Unholy Blight,129804,65257,65595,65595,1.98,1.01,11,2026-07-01 15:25:22
3386,Potion of Curing,5896,3538,3000,3000,1.97,1.18,4,2026-07-01 14:05:16
3892,Embroidered Hat,46666,46666,92100,92100,1.97,1.97,1,2026-06-07 23:05:22
7387,Dusky Belt,16955,10173,19999,19999,1.18,1.97,1,2026-06-27 16:05:10
8319,Alabaster Plate Pauldrons,54450,50860,100000,100000,1.84,1.97,1,2026-07-01 14:25:16
14590,Hawkeye's Bracers,42048,25229,49800,49800,1.18,1.97,1,2026-06-30 17:25:11
16053,Schematic: Master Engineer's Goggles,59076,55268,29999,29999,1.97,1.84,1,2026-07-01 14:45:20
18742,Stratholme Militia Shoulderguard,129562,101548,247000,200000,1.91,1.97,4,2026-07-01 14:45:20
22901,Recipe: Sneaking Potion,312593,301008,159000,159000,1.97,1.89,1,2026-07-01 14:45:20
23773,Adamantite Shells,126,76,150,150,1.19,1.97,5000,2026-05-13 20:05:16
38806,Scroll of Enchant Cloak - Defense,42350,25410,50000,50000,1.18,1.97,9,2026-05-19 12:45:13
38861,Scroll of Enchant Shield - Greater Stamina,76811,62374,151666,55000,1.97,1.13,10,2026-07-01 15:25:22
40022,Sovereign Twilight Opal,413235,241975,209570,200000,1.97,1.21,21,2026-07-01 15:25:22
41484,Perfect Deadly Huge Citrine,96793,58076,49199,49199,1.97,1.18,5,2026-07-01 15:25:22
43257,Wildscale Breastplate,442709,340807,670000,670000,1.51,1.97,1,2026-07-01 12:25:09
3448,Senggin Root,1672,1226,2400,2400,1.44,1.96,20,2026-06-30 22:45:17
3818,Fadeleaf,5351,1790,3583,3500,1.49,1.96,197,2026-07-01 14:05:16
6397,Emblazoned Gloves,17438,16985,8900,8900,1.96,1.91,1,2026-07-01 13:45:14
9754,Gypsy Cloak,9704,7500,4949,4900,1.96,1.53,2,2026-07-01 14:25:16
13105,Sutarn's Ring,127280,76368,150000,150000,1.18,1.96,1,2026-06-30 09:24:57
13129,Firemane Leggings,97855,58713,50000,50000,1.96,1.17,1,2026-06-29 03:25:42
14594,Hawkeye's Gloves,31344,10182,19999,19999,1.57,1.96,1,2026-07-01 00:45:16
14671,Pridelord Boots,98050,58830,50000,50000,1.96,1.18,1,2026-06-30 18:05:13
14722,War Paint Anklewraps,19622,11773,10000,10000,1.96,1.18,1,2026-06-30 03:25:31
16252,Formula: Enchant Weapon - Crusader,10768145,8811759,5505000,5000000,1.96,1.76,4,2026-07-01 14:45:20
20407,Twilight Cultist Robe,39222,36344,20000,20000,1.96,1.82,1,2026-06-30 14:25:12
28120,Gleaming Ornate Dawnstone,451254,270752,229900,229900,1.96,1.18,2,2026-03-23 00:02:41
40533,Walnut Stock,58843,35306,30000,30000,1.96,1.18,1,2026-05-06 10:44:36
41382,Trenchant Earthsiege Diamond,1075546,645328,550000,550000,1.96,1.17,1,2026-03-16 18:02:45
42455,Glyph of Corruption,39741,25461,54150,50000,1.36,1.96,33,2026-07-01 15:25:22
1076,Defias Renegade Ring,35151,25508,49900,49800,1.42,1.95,3,2026-07-01 14:05:16
4259,Green Leather Bracers,38748,28072,19900,19900,1.95,1.41,1,2026-06-12 14:04:50
4307,Heavy Linen Gloves,986,767,1499,1499,1.52,1.95,1,2026-07-01 06:05:01
4422,Scroll of Stamina III,2621,773,1343,1343,1.95,1.74,6,2026-07-01 14:05:16
4676,Skeletal Gauntlets,8554,5132,10000,10000,1.17,1.95,1,2026-05-27 23:05:47
4696,Lapidis Tankard of Tidesippe,56677,40444,28999,28999,1.95,1.39,2,2026-07-01 12:05:10
5181,Vibrant Silk Cape,16988,10193,19900,19900,1.17,1.95,1,2026-07-01 01:25:14
5467,Kodo Meat,3245,1017,1988,1985,1.63,1.95,11,2026-07-01 14:05:16
6242,Blue Linen Robe,29791,17875,15242,15242,1.95,1.17,3,2026-07-01 14:05:16
8138,Chromite Chestplate,42709,25625,50000,50000,1.17,1.95,1,2026-07-01 14:25:16
13126,Battlecaller Gauntlets,63986,50958,99500,99500,1.56,1.95,1,2026-07-01 14:25:16
13755,Winter Squid,19459,18279,10000,10000,1.95,1.83,9,2026-06-06 16:05:04
14462,Elunarian Sarong,117072,92524,60000,60000,1.95,1.54,1,2026-06-30 19:25:16
16052,Schematic: Voice Amplification Modulator,861997,359193,699999,699999,1.23,1.95,2,2026-07-01 14:45:20
16243,Formula: Runed Arcanite Rod,346978,208187,177750,177500,1.95,1.17,6,2026-07-01 14:45:20
25691,Heavy Clefthoof Boots,282652,199999,390000,390000,1.38,1.95,1,2026-03-20 10:22:32
31297,Robe of the Crimson Order,293646,255556,498500,498000,1.7,1.95,3,2026-07-01 15:05:19
33470,Frostweave Cloth,3762,2003,4744,3900,1.26,1.95,893,2026-07-01 15:05:19
38929,Scroll of Enchant Chest - Restore Mana Prime,70462,20267,36200,36200,1.95,1.79,20,2026-07-01 15:25:22
39912,Brilliant Sun Crystal,19445,13037,9994,9994,1.95,1.3,1,2026-07-01 05:24:59
40734,Bracers of Dalaran's Parapets,10255115,6153069,12000000,12000000,1.17,1.95,3,2026-07-01 15:25:22
41550,Duskweave Shoulders,245625,205263,399999,399999,1.63,1.95,1,2026-06-29 15:25:19
44442,Bugsquashers,300494,180296,154367,154367,1.95,1.17,1,2026-06-27 15:25:12
3042,"BKP ""Sparrow"" Smallbore",19077,11446,9850,9800,1.94,1.17,2,2026-07-01 14:05:16
7912,Solid Stone,1442,1047,745,745,1.94,1.41,862,2026-07-01 14:25:16
13097,Thunderbrow Ring,58296,45497,88264,88264,1.51,1.94,1,2026-06-23 14:45:09
14681,Indomitable Boots,42856,25714,50000,50000,1.17,1.94,1,2026-06-07 16:45:06
27699,Recipe: Golden Fish Sticks,151847,91108,78250,78000,1.94,1.17,5,2026-07-01 15:05:19
27700,Recipe: Spicy Crawdad,135568,81341,157750,157500,1.16,1.94,5,2026-07-01 15:05:19
27855,Mag'har Grainbread,3957,2374,4600,4600,1.16,1.94,19,2026-06-27 16:45:15
31137,Gauntlets of Purification,67229,61709,119899,119899,1.78,1.94,1,2026-07-01 15:05:19
37757,Charlotte's Chastizing Pauldrons,208902,125341,243500,243000,1.17,1.94,2,2026-07-01 15:05:19
40033,Puissant Twilight Opal,537730,322638,276499,276499,1.94,1.17,8,2026-07-01 15:25:22
40736,Armguard of the Tower Archer,10098141,7739844,14999999,14999999,1.49,1.94,1,2026-07-01 06:05:01
42958,Glyph of Crippling Poison,131767,122476,67999,67999,1.94,1.8,20,2026-07-01 15:25:22
43427,Glyph of Sunder Armor,9172,3048,5999,5900,1.53,1.94,27,2026-07-01 15:25:22
1459,Shadowhide Scalper,18937,12875,9800,9800,1.93,1.31,1,2026-06-27 18:25:26
3284,Tribal Boots,8643,5186,10000,10000,1.16,1.93,1,2026-07-01 14:05:16
3490,Deadly Bronze Poniard,41678,25007,80500,31000,1.93,1.24,4,2026-07-01 14:05:16
4320,Spidersilk Boots,562338,446118,291479,290029,1.93,1.54,3,2026-07-01 14:05:16
7092,Pattern: Hands of Darkness,13675,5280,10199,10199,1.34,1.93,3,2026-07-01 14:25:16
8186,Dire Wand,19291,13001,10000,10000,1.93,1.3,1,2026-07-01 01:25:14
14256,Felcloth,95760,35696,49733,49600,1.93,1.39,7,2026-07-01 14:25:16
14474,Pattern: Frostweave Gloves,6696,4862,9449,9400,1.41,1.93,4,2026-07-01 14:25:16
14756,Slayer's Slippers,15272,14433,7900,7900,1.93,1.83,1,2026-07-01 14:25:16
15731,Pattern: Runic Leather Gauntlets,6747,5530,3500,3500,1.93,1.58,1,2026-07-01 14:45:20
22836,Major Dreamless Sleep Potion,57960,34776,30000,30000,1.93,1.16,61,2026-07-01 14:45:20
23575,Lesser Ward of Shielding,17545,13135,9100,9100,1.93,1.44,70,2026-07-01 14:45:20
23746,Adamantite Rifle,290170,168520,150000,150000,1.93,1.12,5,2026-06-16 11:25:10
38953,Scroll of Enchant Gloves - Precision,481093,379225,249599,249000,1.93,1.52,7,2026-07-01 15:25:22
41243,Notched Cobalt War Axe,289969,214112,150000,150000,1.93,1.43,3,2026-07-01 15:25:22
41803,Rockfin Grouper,1870,1546,967,965,1.93,1.6,122,2026-07-01 15:25:22
42645,Titanium Impact Choker,12097366,7258420,13979998,13979998,1.16,1.93,4,2026-07-01 15:25:22
43127,Snowfall Ink,198422,88155,175000,170000,1.13,1.93,62,2026-07-01 15:25:22
766,Flanged Mace,4800,4800,2500,2500,1.92,1.92,1,2026-07-01 14:05:16
2313,Medium Armor Kit,4566,2859,5500,5500,1.2,1.92,2,2026-07-01 14:05:16
4314,Double-stitched Woolen Shoulders,9303,8312,4833,4800,1.92,1.73,7,2026-07-01 14:05:16
6384,Stylish Blue Shirt,181407,62229,119749,119500,1.51,1.92,5,2026-07-01 14:05:16
13005,Amy's Blanket,30239,25534,48962,48900,1.62,1.92,2,2026-07-01 14:25:16
13070,Sapphiron's Scale Boots,130366,78220,199000,150000,1.53,1.92,4,2026-07-01 14:25:16
14377,Sanguine Handwraps,36454,17753,19000,19000,1.92,1.07,1,2026-07-01 01:25:14
14445,Venomshroud Silk Robes,36764,28200,70750,25500,1.92,1.11,2,2026-07-01 14:25:16
14664,Keeper's Armor,57724,34634,30000,30000,1.92,1.15,2,2026-06-17 01:05:22
16697,Devout Bracers,77977,30750,59332,59000,1.31,1.92,7,2026-07-01 14:45:20
23503,Adamantite Cleaver,216584,129950,250000,250000,1.15,1.92,1,2026-06-26 13:04:50
28421,Adamantite Weightstone,22113,16825,11500,11500,1.92,1.46,20,2026-07-01 15:05:19
39151,Alabaster Pigment,1079,647,1250,1245,1.16,1.92,35,2026-07-01 15:25:22
43591,Polar Cord,4905717,4549165,8750000,8750000,1.78,1.92,1,2026-07-01 15:25:22
2265,Stonesplinter Axe,12631,7579,6600,6600,1.91,1.15,1,2026-06-28 23:45:49
6198,Jurassic Wristguards,17419,10451,20000,20000,1.15,1.91,1,2026-06-27 16:45:15
6413,Chief Brigadier Bracers,28608,17165,15000,15000,1.91,1.14,1,2026-07-01 14:25:16
8028,Plans: Runed Mithril Hammer,60903,57316,34400,30000,1.77,1.91,4,2026-07-01 14:25:16
9233,Elixir of Detect Demon,2795,2675,1460,1460,1.91,1.83,20,2026-07-01 14:25:16
10305,Scroll of Protection IV,2184,1308,2500,2500,1.14,1.91,1,2026-07-01 14:25:16
14485,Pattern: Wizardweave Leggings,34106,20464,39000,39000,1.14,1.91,1,2026-01-13 09:22:57
31673,Crunchy Serpent,18544,11126,9700,9700,1.91,1.15,20,2026-07-01 15:05:19
34722,Heavy Frostweave Bandage,4782,2941,2500,2500,1.91,1.18,198,2026-07-01 15:05:19
39088,Cobalt Boots,172101,152675,291499,291000,1.69,1.91,3,2026-07-01 15:25:22
40102,Turbid Forest Emerald,566564,409587,296000,296000,1.91,1.38,2,2026-07-01 15:25:22
41165,Saronite Razorheads,42,16,22,22,1.91,1.38,20300,2026-07-01 15:25:22
43974,Frostsavage Bracers,1304793,782876,1497499,1497499,1.15,1.91,1,2026-07-01 13:45:14
1219,Redridge Machete,18797,17367,9900,9900,1.9,1.75,1,2026-06-30 06:05:19
1982,Nightblade,305779,183467,351064,349500,1.15,1.9,9,2026-07-01 14:05:16
2013,Cryptbone Staff,43909,26345,50000,50000,1.14,1.9,1,2026-07-01 14:05:16
2673,Coyote Meat,15227,11773,8000,8000,1.9,1.47,10,2026-07-01 14:05:16
2698,Recipe: Cooked Crab Claw,32695,31927,17200,17200,1.9,1.86,5,2026-07-01 14:05:16
2802,Blazing Emblem,65866,39520,76844,75000,1.17,1.9,2,2026-07-01 14:05:16
4065,Combat Shield,33722,15597,29700,29600,1.14,1.9,2,2026-07-01 14:05:16
6309,17 Pound Catfish,22548,18553,35500,35200,1.57,1.9,11,2026-07-01 14:05:16
6660,Julie's Dagger,95095,57057,50000,50000,1.9,1.14,1,2026-07-01 14:25:16
10561,Mithril Casing,81221,48733,42764,42764,1.9,1.14,20,2026-07-01 14:25:16
13089,Skibi's Pendant,94778,56867,50000,50000,1.9,1.14,1,2026-06-30 17:05:14
14409,Stonecloth Cape,18805,12027,9900,9900,1.9,1.21,1,2026-06-30 21:25:18
14761,Enduring Belt,23711,17272,12500,12500,1.9,1.38,1,2026-06-30 20:45:13
22577,Mote of Shadow,826,792,434,432,1.9,1.83,205,2026-07-01 14:45:20
22840,Elixir of Major Mageblood,75031,56148,39562,39562,1.9,1.42,5,2026-06-30 09:44:59
23635,Plans: Eternium Runed Blade,871908,523145,994000,994000,1.14,1.9,1,2026-07-01 14:45:20
24065,Dazzling Talasite,132919,79751,70000,70000,1.9,1.14,1,2026-05-30 22:25:43
34831,Eye of the Sea,285222,213700,150000,150000,1.9,1.42,1,2026-06-27 17:45:17
35640,Darkweb Bindings,287796,172678,338500,328000,1.18,1.9,2,2026-07-01 15:05:19
37705,Crystallized Water,15051,11508,7912,7500,1.9,1.53,119,2026-07-01 15:05:19
42909,Glyph of the Hawk,95331,46022,50219,49799,1.9,1.08,15,2026-07-01 15:25:22
43255,Seafoam Gauntlets,378833,227300,198900,198900,1.9,1.14,1,2026-06-30 17:05:14
44331,Elixir of Lightning Speed,57335,40716,77499,77499,1.35,1.9,52,2026-07-01 15:25:22
4724,Humbert's Helm,264400,158640,299999,299999,1.13,1.89,1,2026-07-01 14:05:16
6474,Pattern: Deviate Scale Cloak,58748,55181,31100,31000,1.89,1.78,6,2026-07-01 14:25:16
7046,Azure Silk Pants,18664,17754,9900,9900,1.89,1.79,9,2026-07-01 14:25:16
17055,Changuk Smasher,88043,52826,100000,100000,1.14,1.89,1,2026-05-29 19:05:21
23077,Blood Garnet,19216,13738,10174,9700,1.89,1.42,26,2026-07-01 14:45:20
23571,Primal Might,3744056,2358231,1983183,1949900,1.89,1.21,20,2026-07-01 14:45:20
31147,Pendant of Cunning,105846,63508,120000,120000,1.13,1.89,1,2026-07-01 15:05:19
41780,Design: Champion's Monarch Topaz,282506,188648,149749,149500,1.89,1.26,3,2026-07-01 15:25:22
43268,Dalaran Clam Chowder,18160,10896,9599,9599,1.89,1.14,34,2026-07-01 15:25:22
43565,Durable Nerubhide Cape,2211492,1461703,2760000,2760000,1.25,1.89,6,2026-07-01 15:25:22
45622,Glyph of Monsoon,24010,20971,39822,39600,1.66,1.89,33,2026-07-01 15:25:22
2801,Blade of Hanna,1763829,1058297,1989999,1989999,1.13,1.88,2,2026-07-01 14:05:16
5182,Shiver Blade,23746,12236,23000,23000,1.03,1.88,1,2026-07-01 14:05:16
5616,Gutwrencher,90000,90000,48000,48000,1.88,1.88,1,2026-07-01 10:25:15
8140,Chromite Girdle,53326,31996,60000,60000,1.13,1.88,1,2026-07-01 09:25:09
10402,Blackened Defias Boots,33699,26531,49900,49800,1.48,1.88,2,2026-07-01 14:25:16
13464,Golden Sansam,17118,15264,9099,9099,1.88,1.68,154,2026-07-01 14:25:16
14458,Elunarian Boots,79081,47449,89250,89000,1.13,1.88,2,2026-07-01 14:25:16
22833,Elixir of Major Firepower,55337,33202,29502,29502,1.88,1.13,6,2026-03-20 10:42:32
24200,Design: Sparkling Star of Elune,3135300,1881180,2493750,1000000,1.26,1.88,3,2026-07-01 14:45:20
25671,Thick Draenic Vest,103338,93091,55000,55000,1.88,1.69,1,2026-07-01 03:25:06
31079,Mercurial Adamantite,933763,659260,498000,498000,1.88,1.32,5,2026-07-01 15:05:19
39472,Chain of Latent Energies,10527298,6632430,12495000,12490000,1.19,1.88,2,2026-07-01 15:25:22
39956,Potent Huge Citrine,37515,13554,20000,20000,1.88,1.48,3,2026-07-01 10:45:14
41334,Earthsiege Diamond,785795,606559,418998,418998,1.88,1.45,46,2026-07-01 15:25:22
41458,Perfect Regal Shadow Crystal,75312,45187,40000,40000,1.88,1.13,6,2026-07-01 15:25:22
2020,Hollowfang Blade,15321,8822,16500,16500,1.08,1.87,1,2026-07-01 03:25:06
3056,Forest Leather Pants,16828,16066,9000,9000,1.87,1.79,1,2026-06-30 01:45:28
4998,Blood Ring,84151,47101,44899,39999,1.87,1.18,2,2026-07-01 14:05:16
8252,Imperial Red Robe,112708,64145,120000,120000,1.06,1.87,1,2026-06-19 17:05:26
9384,Stonevault Shiv,189193,113516,101237,101000,1.87,1.12,4,2026-07-01 14:25:16
10567,Quillshooter,165101,85652,160000,160000,1.03,1.87,1,2026-07-01 14:25:16
13048,Looming Gavel,44657,26794,50000,50000,1.12,1.87,1,2026-07-01 08:45:52
14795,Protector Helm,40592,37351,34496,20000,1.18,1.87,2,2026-07-01 14:25:16
15734,Pattern: Living Shoulders,187155,112293,100000,100000,1.87,1.12,1,2026-07-01 14:45:20
21932,Heavy Copper Ring,8832,5299,9900,9900,1.12,1.87,5,2026-07-01 14:45:20
23438,Star of Elune,56113,49641,30000,30000,1.87,1.65,14,2026-07-01 14:45:20
23625,Plans: Oathkeeper's Helm,907545,529572,989500,989000,1.09,1.87,3,2026-07-01 14:45:20
24198,Design: Flashing Living Ruby,936352,801742,499999,499999,1.87,1.6,1,2026-06-29 12:45:17
31178,Amulet of Unstable Power,78963,47378,89000,88500,1.13,1.87,3,2026-07-01 15:05:19
38896,Scroll of Enchant 2H Weapon - Agility,4500596,3179476,5939999,5939999,1.32,1.87,5,2026-07-01 15:25:22
40042,Caraway Burnwine,11037,4805,9000,9000,1.23,1.87,10,2026-07-01 15:25:22
45998,Battered Jungle Hat,53285,15878,29684,29669,1.8,1.87,5,2026-07-01 15:25:22
1707,Stormwind Brie,184,176,99,99,1.86,1.78,4,2026-07-01 14:05:16
1714,Necklace of Calisea,75333,36627,68250,68000,1.1,1.86,4,2026-07-01 14:05:16
2601,Pattern: Gray Woolen Robe,9653,4302,8000,8000,1.21,1.86,5,2026-07-01 14:05:16
2823,Mo'grosh Can Opener,37141,18131,20000,20000,1.86,1.1,1,2026-06-29 22:45:29
4391,Compact Harvest Reaper Kit,186429,105000,100000,100000,1.86,1.05,1,2026-03-26 14:22:37
8952,Roasted Quail,846,508,950,945,1.12,1.86,17,2026-07-01 14:25:16
9293,Recipe: Magic Resistance Potion,16688,6185,11499,11499,1.45,1.86,6,2026-07-01 14:25:16
10423,Silvered Bronze Leggings,27705,16623,31000,31000,1.12,1.86,1,2026-07-01 14:25:16
11826,Lil' Smoky,1062708,595949,572000,570000,1.86,1.05,4,2026-07-01 14:25:16
13486,Recipe: Transmute Undeath to Water,224745,133405,248500,248000,1.11,1.86,6,2026-07-01 14:25:16
15564,Rugged Armor Kit,18334,15542,9850,9800,1.86,1.59,13,2026-07-01 14:45:20
18600,Tome of Arcane Brilliance,29566,20405,15900,15800,1.86,1.29,2,2026-07-01 14:45:20
20954,Heavy Iron Knuckles,10570,6342,5681,5681,1.86,1.12,1,2026-06-14 15:45:24
27691,Recipe: Roasted Clefthoof,178951,147366,96333,96000,1.86,1.54,8,2026-07-01 15:05:19
41251,Yellow Lumberjack Shirt,358632,215179,400000,400000,1.12,1.86,1,2026-07-01 15:25:22
41603,Azure Spellthread,530907,424009,285000,285000,1.86,1.49,8,2026-07-01 15:25:22
44328,Elixir of Mighty Defense,60135,36081,67250,67250,1.12,1.86,46,2026-07-01 15:25:22
44437,Dark Frostscale Breastplate,359056,215434,445500,400000,1.24,1.86,2,2026-07-01 15:25:22
44504,Nesingwary 4000,10738571,6443143,11999999,11999999,1.12,1.86,3,2026-07-01 15:25:22
1933,Staff of Conjuring,66887,54154,100000,100000,1.5,1.85,1,2026-07-01 14:05:16
2015,Black Metal War Axe,30679,21673,39999,39999,1.3,1.85,1,2026-07-01 14:05:16
4447,Cloak of Night,10665,6399,5750,5500,1.85,1.16,2,2026-07-01 14:05:16
6731,Ironforge Breastplate,53335,37950,28880,28880,1.85,1.31,1,2026-06-30 03:25:31
7352,Earthen Leather Shoulders,37088,37088,20000,20000,1.85,1.85,1,2026-06-21 23:05:14
7730,Cobalt Crusher,91699,55019,49700,49600,1.85,1.11,3,2026-07-01 14:25:16
8400,Pattern: Tough Scorpid Shoulders,6468,4964,9231,9200,1.43,1.85,2,2026-07-01 14:25:16
8838,Sungrass,18302,9771,9900,9900,1.85,1.01,27,2026-07-01 14:25:16
9296,Recipe: Gift of Arthas,116343,73300,62800,59000,1.85,1.24,2,2026-07-01 14:25:16
12217,Dragonbreath Chili,26463,13431,24895,24800,1.06,1.85,2,2026-07-01 04:45:04
16050,Schematic: Delicate Arcanite Converter,277092,166255,149749,149500,1.85,1.11,2,2026-07-01 14:45:20
16060,Common White Shirt,46373,9737,33254,18000,1.39,1.85,4,2026-07-01 14:45:20
16223,Formula: Enchant Weapon - Icy Chill,1848194,1108916,1000000,1000000,1.85,1.11,1,2026-07-01 14:45:20
16681,Beaststalker's Bindings,73752,44251,39800,39800,1.85,1.11,1,2026-07-01 03:25:06
16864,Belt of Might,648135,388881,350000,350000,1.85,1.11,1,2026-07-01 09:45:12
18294,Elixir of Greater Water Breathing,27544,26430,48800,48800,1.77,1.85,24,2026-07-01 14:45:20
19221,Darkmoon Special Reserve,18491,16566,10000,10000,1.85,1.66,20,2026-07-01 14:45:20
19768,Primal Tiger Leather,9735,5420,10000,10000,1.03,1.85,5,2026-06-30 04:45:26
23107,Shadow Draenite,37511,15888,29617,29399,1.27,1.85,35,2026-07-01 14:45:20
23487,Fel Iron Plate Boots,90249,80749,149000,149000,1.65,1.85,1,2026-07-01 04:25:06
24102,Manual of Eviscerate IX,277616,252808,150000,150000,1.85,1.69,7,2026-07-01 14:45:20
34482,Leatherworker's Satchel,270747,162448,300000,300000,1.11,1.85,2,2026-06-15 22:05:46
39969,Fire Seed,31138,15009,16844,16799,1.85,1.12,59,2026-07-01 15:25:22
41181,Honed Cobalt Cleaver,965554,933214,1730000,1730000,1.79,1.85,2,2026-06-30 06:45:16
41378,Forlorn Skyflare Diamond,1290963,805159,699500,699500,1.85,1.15,4,2026-07-01 15:25:22
43125,Darkflame Ink,12487,7835,6762,6761,1.85,1.16,45,2026-07-01 15:25:22
5765,Black Silk Pack,32630,19578,36000,36000,1.1,1.84,4,2026-07-01 14:05:16
8270,Ebonhold Helmet,64482,53664,35000,30000,1.84,1.79,3,2026-07-01 14:25:16
8292,Arcane Cover,90792,54475,100000,100000,1.1,1.84,1,2026-06-22 20:25:11
13072,Stonegrip Gauntlets,143744,86246,159000,159000,1.11,1.84,1,2026-06-22 05:25:04
18712,Arena Vambraces,135717,81430,150000,150000,1.11,1.84,1,2026-06-25 19:44:58
23816,Schematic: Fel Iron Toolbox,294628,269511,160000,160000,1.84,1.68,1,2026-07-01 14:45:20
25849,Formula: Runed Eternium Rod,409219,271990,222221,222221,1.84,1.22,5,2026-07-01 14:45:20
34086,Winter Boots,734720,400543,400000,400000,1.84,1.0,1,2026-07-01 15:05:19
38976,Scroll of Enchant Boots - Superior Agility,1400363,840218,760500,748000,1.84,1.12,11,2026-07-01 15:25:22
40902,Glyph of Rip,108747,45410,59000,59000,1.84,1.3,19,2026-07-01 15:25:22
41391,Spiked Titansteel Treads,5450546,3670649,6750000,6750000,1.24,1.84,1,2026-07-01 15:25:22
43481,Trollwoven Spaulders,10459370,8864741,5689999,5689999,1.84,1.56,1,2026-07-01 15:25:22
43696,Half Empty Bottle of Prison Moonshine,27101,14547,26800,26800,1.01,1.84,1,2026-07-01 15:25:22
2567,Evocator's Blade,363833,218300,198500,197000,1.83,1.11,2,2026-07-01 14:05:16
3665,Curiously Tasty Omelet,885,531,974,974,1.1,1.83,18,2026-06-30 23:05:18
4333,Dark Silk Shirt,57132,27370,49999,49999,1.14,1.83,8,2026-07-01 14:05:16
